du_an,price_VND,location,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing,created_date
,3.75,"131, Phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",,28.0,133.93,3.0,3.0,Giấy tờ viết tay,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,7.5,"Ngõ 41 Đông Tác, Phường Phương Mai, Quận Đống Đa, Hà Nội",,47.0,159.57,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.2,"Đường Văn Tiến Dũng, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",,40.0,130.0,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,9.3,"Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",,50.0,186.0,,10.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.7,"Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",,45.0,104.44,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,9.3,"Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",,50.0,186.0,,10.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.7,"Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",,45.0,104.44,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.3,"Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",,50.0,126.0,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,5.5,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",,30.0,183.33,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.8,"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",,40.0,170.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,8.6,"HOÀNG , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,45.0,191.11,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",66.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,19.9,"Cầu Diễn, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,100.0,199.0,6.0,10.0,Đã có sổ,"Nhà ngõ, hẻm",8.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,8.65,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,62.0,139.52,4.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,5.6,"Quang tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",,35.0,160.0,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,15.5,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",,50.0,310.0,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,5.3,"Phố Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",,35.0,151.43,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,11.29,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",,48.0,235.21,6.0,10.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,21.0,"ql 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",,110.0,190.91,,5.0,Đang chờ sổ,Nhà phố liền kề,5.0,,2024-12-12 19:28:17.64746
,4.7,"Đông Lao , Xã Đông La, Huyện Hoài Đức, Hà Nội",,42.0,111.9,,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,6.6,"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",,35.0,188.57,,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,5.7,"Phố Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",,36.0,158.33,,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,1.95,"164, Phố Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",,17.0,114.71,3.0,2.0,Giấy tờ viết tay,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,8.2,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",,89.0,92.13,3.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,3.6,"Phố Bạch Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",,26.0,138.46,3.0,2.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.6,"Phố Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",,36.0,183.33,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.6,"Phố Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",,36.0,183.33,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,4.7,"Phố Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",,30.0,156.67,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,52.5,"Phố Nguyễn Thị Thập, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,82.0,640.24,6.0,6.0,Đã có sổ,Nhà phố liền kề,6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,27.5,"Phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",,75.0,366.67,,3.0,Đã có sổ,Nhà phố liền kề,3.0,,2024-12-12 19:28:17.64746
,7.5,"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,40.0,187.5,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,7.6,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,45.0,168.89,,5.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,9.89,"Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",,55.0,179.82,3.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",4.0,,2024-12-12 19:28:17.64746
,6.1,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",,23.0,265.22,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,11.4,"Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",,57.0,200.0,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
,4.15,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,40.0,103.75,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.58,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",,39.0,168.72,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,10.15,"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",,56.0,181.25,2.0,2.0,Đã có sổ,"Nhà ngõ, hẻm",33.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,7.95,"1, Phố Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,39.0,203.85,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,1.95,"An Dương, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",,36.0,54.17,,3.0,Giấy tờ viết tay,"Nhà ngõ, hẻm",2.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,13.5,"208, Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",,43.0,313.95,,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",7.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,39.5,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",,105.0,376.19,,10.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,12.5,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,43.0,290.7,4.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.85,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,35.0,167.14,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,7.8,"15, Hoàng như tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",,89.0,87.64,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,23.5,"Đường Nguyễn Khả Trạc, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",,55.0,427.27,,8.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,12.5,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,43.0,290.7,4.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.85,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,35.0,167.14,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,7.8,"15, Hoàng như tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",,89.0,87.64,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,23.5,"Đường Nguyễn Khả Trạc, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",,55.0,427.27,,8.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,9.5,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",,33.0,287.88,,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,,2024-12-12 19:28:17.64746
,6.0,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",,30.0,200.0,,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,15.2,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",,45.0,337.78,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,11.0,"lý tử tấn, Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội",,75.0,146.67,4.0,4.0,Đang chờ sổ,Nhà phố liền kề,5.0,Bàn giao thô,2024-12-12 19:28:17.64746
,5.5,"Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,32.0,171.88,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.65,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,30.0,155.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,15.0,"HOÀNG QUỐC VJIÊT, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",,48.0,312.5,6.0,6.0,Đang chờ sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,16.9,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",,50.0,338.0,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,5.8,"Đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",,30.0,193.33,,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,13.9,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,60.0,231.67,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,3.55,"Đường Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",,32.0,110.94,2.0,2.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,8.5,"Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",,31.0,274.19,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,8.98,"Phố Cảm Hội, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",,40.0,224.5,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,2024-12-12 19:28:17.64746
,7.5,"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",,35.0,214.29,4.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,,2024-12-12 19:28:17.64746
,1.6,"Ngách 75 Ngõ 281 , Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",,20.0,80.0,1.0,1.0,Không có sổ,"Nhà ngõ, hẻm",2.0,,2024-12-12 19:28:17.64746
,5.9,"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",,48.0,122.92,3.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",2.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,4.65,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,30.0,155.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,15.0,"HOÀNG QUỐC VJIÊT, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",,48.0,312.5,6.0,6.0,Đang chờ sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,16.9,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",,50.0,338.0,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,5.8,"Đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",,30.0,193.33,,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,13.9,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,60.0,231.67,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,3.55,"Đường Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",,32.0,110.94,2.0,2.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,8.5,"Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",,31.0,274.19,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,8.98,"Phố Cảm Hội, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",,40.0,224.5,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,2024-12-12 19:28:17.64746
,7.5,"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",,35.0,214.29,4.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,,2024-12-12 19:28:17.64746
,1.6,"Ngách 75 Ngõ 281 , Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",,20.0,80.0,1.0,1.0,Không có sổ,"Nhà ngõ, hẻm",2.0,,2024-12-12 19:28:17.64746
,5.9,"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",,48.0,122.92,3.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",2.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.5,"Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,35.0,157.14,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,10.5,"Phố Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,42.0,250.0,6.0,10.0,Đã có sổ,"Nhà ngõ, hẻm",66.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,33.0,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",,84.0,392.86,,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,6.8,"lạc trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",,51.0,133.33,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,8.2,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,38.0,215.79,4.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,95.0,"Phố Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",,120.0,791.67,5.0,7.0,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,65.0,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",,112.0,580.36,,10.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,5.85,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,34.0,172.06,,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,2.88,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,39.0,73.85,2.0,2.0,Không có sổ,"Nhà ngõ, hẻm",2.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,4.9,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,43.0,113.95,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,2.1,"Phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",,18.0,116.67,2.0,2.0,Đang chờ sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,57.0,"Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",,99.0,575.76,,8.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,15.0,"Phố Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",,70.0,214.29,,5.0,Đã có sổ,Nhà phố liền kề,6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,4.1,"Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",,30.5,134.43,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,12.0,"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",,45.0,266.67,6.0,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,13.0,"Nguyễn Hoàng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",,55.0,236.36,,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,7.65,"Phố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,45.0,170.0,,6.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,8.66,"Phố Lê Lợi, Phường Hà Cầu, Quận Hà Đông, Hà Nội",,30.0,288.67,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,11.5,"Phố Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",,41.0,280.49,,6.0,Đã có sổ,"Nhà ngõ, hẻm",7.0,,2024-12-12 19:28:17.64746
,14.5,"9 ngách 32 ngõ 102, Phố Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",,80.0,181.25,4.0,5.0,Đã có sổ,Nhà phố liền kề,4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,52.0,"Phố Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",,128.0,406.25,5.0,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.8,"Phố Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",,37.0,183.78,,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.5,"Phố Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội",,42.0,154.76,,2.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,,2024-12-12 19:28:17.64746
,8.8,"Phố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,42.0,209.52,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.5,"Chợ lắp ghép Đông anh, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",,80.0,93.75,,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",2.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,7.9,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,35.0,225.71,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.68,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",,35.0,219.43,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.95,"Phố Chu Văn An, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",,34.0,204.41,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.4,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,55.0,134.55,,5.0,Đang chờ sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,11.5,"Quốc lộ 6, Thị trấn Xuân Mai, Huyện Chương Mỹ, Hà Nội",,75.0,153.33,5.0,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,12.0,"Phố Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",,55.0,218.18,,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,17.3,"Phố Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",,55.0,314.55,,6.0,Đã có sổ,Nhà phố liền kề,,,2024-12-12 19:28:17.64746
,24.95,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",,58.6,425.77,,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,0.95,"76/86, Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",,30.0,31.67,1.0,2.0,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",2.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,8.0,"Phố Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",,38.0,210.53,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.1,"55, Phố Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",,40.0,152.5,,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,14.5,"hoàng văn thái, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",,59.0,245.76,6.0,9.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
,7.5,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",,30.0,250.0,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.15,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,43.0,143.02,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.55,"Đường Trần Cung, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",,34.0,192.65,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,4.5,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,29.0,155.17,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.5,"Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",,47.0,138.3,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,8.5,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,30.0,283.33,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.35,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",,30.0,211.67,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,6.35,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",,35.0,181.43,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,7.3,"Phố Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",,37.0,197.3,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.8,"Phố Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,35.0,165.71,,3.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
